#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_1340	2	0	1	4	1	0	3	1	6	2	1	2	4	2	2	1	2	2
ASV_1394	4	3	1	3	5	2	0	7	0	0	2	0	0	2	2	4	0	1
ASV_1410	2	2	0	1	1	1	0	3	3	0	1	5	3	4	2	1	2	4
ASV_1434	4	1	0	2	0	3	0	7	1	2	6	0	4	2	3	1	0	0
ASV_1449	9	1	0	0	0	0	17	0	1	0	1	9	0	0	0	0	1	2
ASV_1494	3	4	2	0	1	3	4	1	0	5	0	0	0	1	8	1	1	1
ASV_1500	1	5	0	14	0	3	0	2	2	1	0	0	4	0	1	0	0	1
ASV_1514	0	5	5	2	3	2	0	3	0	1	2	2	1	0	1	3	1	4
ASV_1557	1	1	0	0	1	0	1	1	1	5	1	3	1	5	1	5	5	3
ASV_1572	2	1	0	0	1	2	26	5	0	0	0	0	0	0	2	0	0	0
ASV_1651	6	1	0	1	0	0	2	1	4	0	1	0	0	0	0	14	1	3
ASV_1667	3	1	8	2	1	0	0	1	7	5	2	1	1	2	0	0	0	1
ASV_1681	2	2	1	0	2	2	4	0	0	7	2	6	1	0	3	1	0	1
ASV_1750	7	4	0	2	1	0	2	2	3	1	2	1	1	3	1	0	0	2
ASV_1846	0	1	2	0	2	3	4	3	5	2	2	3	1	1	0	8	1	0
ASV_1854	0	0	0	0	0	0	1	0	0	5	0	31	0	1	0	0	0	1
ASV_1856	2	2	0	1	2	0	5	1	1	0	3	13	2	0	3	0	1	1
ASV_1913	1	2	0	5	6	2	1	1	2	2	3	3	2	0	2	2	1	1
ASV_1933	1	3	0	1	1	0	9	1	8	1	1	5	0	2	2	0	0	2
ASV_1938	4	0	2	1	0	2	1	9	4	4	2	0	0	2	1	1	0	0
ASV_1969	0	0	2	0	1	0	1	2	3	4	1	4	1	0	14	1	0	2
ASV_2237	0	2	3	4	2	6	1	3	4	1	3	2	0	0	1	2	1	2
ASV_2313	1	2	4	0	5	0	4	6	2	3	1	4	2	1	1	1	0	1
ASV_2458	2	1	1	4	0	2	0	3	0	1	4	7	1	2	2	2	0	2
ASV_2484	5	0	0	0	1	2	0	5	2	0	0	19	0	2	2	0	0	1
ASV_2623	5	3	0	0	1	7	4	1	3	2	1	3	1	3	1	0	2	0
ASV_2675	0	4	2	3	0	3	3	2	2	0	3	4	3	0	3	2	1	0
ASV_2852	1	0	4	2	0	0	1	3	4	1	0	3	4	5	1	4	0	0
ASV_2866	1	2	2	2	4	2	1	10	1	2	2	0	0	3	0	0	2	1
ASV_1288	0	3	0	2	0	2	3	0	3	6	2	3	1	0	5	4	1	2
ASV_1372	1	0	1	1	1	4	1	2	0	3	1	0	2	3	1	4	5	6
ASV_1406	0	0	10	0	2	0	2	0	0	7	6	0	0	0	1	11	0	0
ASV_1424	3	5	1	2	0	1	1	0	5	4	3	1	3	2	1	0	2	2
ASV_1454	5	2	1	1	1	4	0	0	1	0	0	2	5	0	1	1	3	2
ASV_1457	2	1	1	1	1	1	1	3	0	1	2	4	2	5	5	2	2	1
ASV_1468	2	2	2	0	2	3	1	4	2	2	1	2	2	1	0	3	2	2
ASV_1475	0	1	4	0	0	0	2	3	1	2	5	6	0	4	1	0	5	3
ASV_1597	2	0	0	1	0	2	2	4	3	3	6	3	1	5	1	3	1	0
ASV_1624	2	2	1	1	1	1	0	3	1	3	3	5	1	2	5	3	1	0
ASV_1675	4	1	2	6	0	1	4	3	0	1	0	1	2	1	5	0	2	2
ASV_1683	2	3	0	0	1	1	1	0	3	1	5	1	2	2	1	7	2	1
ASV_1684	7	2	4	5	1	2	0	1	0	0	0	0	0	0	6	3	3	0
ASV_1690	2	0	0	0	0	0	5	0	2	2	4	0	3	7	2	2	4	5
ASV_1717	3	5	0	0	0	3	2	6	2	0	1	2	4	0	1	1	0	7
ASV_1767	3	5	4	0	1	0	3	4	1	0	4	2	1	0	4	1	0	1
ASV_1787	1	1	1	1	0	1	5	2	3	0	3	7	1	0	1	0	1	6
ASV_1808	5	0	1	0	0	0	0	3	0	1	4	0	4	2	3	1	4	6
ASV_1851	2	0	1	0	0	0	4	5	6	3	3	2	2	1	2	1	3	2
ASV_1890	4	0	4	0	3	5	2	0	2	1	3	1	1	3	1	1	1	3
ASV_1906	2	3	0	3	0	1	2	0	1	1	0	2	0	18	0	0	0	0
ASV_2144	3	5	0	0	0	2	1	6	4	1	0	6	0	1	3	1	0	2
ASV_2230	1	4	1	0	0	0	8	6	1	4	2	1	1	0	0	1	2	0
ASV_2294	3	0	1	1	4	5	4	1	0	1	1	1	3	1	2	2	7	3
ASV_2389	3	1	0	3	2	0	5	2	3	4	2	5	2	0	2	0	1	1
ASV_2428	1	2	4	0	3	1	1	2	1	1	2	4	3	3	2	1	2	1
ASV_2887	0	1	2	0	2	1	6	4	2	2	4	3	0	0	3	2	0	0
ASV_1366	0	0	1	4	1	1	6	3	4	2	5	1	3	2	2	2	0	0
ASV_1369	1	3	1	6	5	3	0	0	0	2	0	1	2	5	1	1	2	1
ASV_1413	4	1	0	1	4	0	2	2	5	1	4	2	2	1	0	1	4	5
ASV_1451	1	0	1	0	1	0	6	5	2	3	1	1	1	1	2	5	1	2
ASV_1484	0	0	1	0	0	0	2	8	4	2	2	5	3	1	3	2	1	0
ASV_1520	0	0	0	0	1	1	3	1	3	1	5	4	1	4	5	1	0	3
ASV_1542	2	0	0	0	0	1	0	2	9	2	1	4	2	3	4	0	0	3
ASV_1558	0	1	0	1	0	1	3	5	3	2	3	2	1	1	4	1	3	1
ASV_1562	0	2	4	2	0	0	4	5	0	2	2	5	1	0	2	4	3	1
ASV_1580	1	0	1	1	3	2	0	6	1	3	4	1	1	0	8	1	0	0
ASV_1596	2	0	0	2	0	0	1	6	2	2	0	0	0	3	4	4	2	5
ASV_1599	3	1	1	4	1	3	2	0	2	1	2	2	1	0	6	4	1	2
ASV_1600	2	1	1	3	5	1	2	0	2	0	1	0	5	0	1	5	1	2
ASV_1608	2	3	1	0	0	1	2	7	1	1	3	0	0	0	1	0	3	8
ASV_1631	1	4	0	2	0	0	3	0	0	0	1	1	0	0	0	20	1	2
ASV_1653	1	1	1	0	0	2	3	6	2	9	1	1	2	0	1	0	5	2
ASV_1695	2	0	1	0	2	5	1	3	0	2	2	5	3	5	1	0	2	0
ASV_1791	1	0	1	3	2	1	0	0	2	1	3	5	2	1	3	5	4	3
ASV_1798	2	2	5	1	1	1	1	2	3	4	2	4	0	1	1	6	1	1
ASV_1859	2	2	0	1	1	1	2	2	1	0	3	4	4	2	3	1	3	5
ASV_1865	2	2	0	0	1	2	3	7	1	0	4	2	2	0	1	0	2	5
ASV_1954	0	3	1	9	2	1	3	3	0	2	1	0	1	1	1	0	1	3
ASV_1967	1	2	3	0	2	2	0	5	4	2	4	1	2	3	4	0	0	1
ASV_2050	1	2	7	1	2	0	0	2	1	1	1	1	0	2	2	3	3	3
ASV_2120	2	2	1	2	3	2	2	0	5	1	1	2	1	2	1	1	4	3
ASV_2131	1	4	0	3	2	1	4	2	2	1	2	3	1	2	2	1	2	2
ASV_2253	0	2	0	1	0	0	5	5	1	1	1	4	3	2	5	2	1	1
ASV_2266	7	4	1	5	0	1	2	3	1	0	1	6	4	0	0	0	0	1
ASV_2299	5	5	0	1	0	0	1	0	1	3	6	2	1	4	2	1	4	0
ASV_2318	3	6	2	1	0	3	1	4	0	2	1	2	2	3	4	1	2	0
ASV_2509	4	1	1	1	0	2	5	5	6	0	2	5	0	0	0	2	0	1
ASV_2536	3	4	0	2	0	1	4	3	2	1	0	6	2	1	2	0	2	0
ASV_2717	1	1	0	0	0	22	1	1	1	0	1	3	0	0	0	0	0	0
ASV_2787	4	0	3	2	2	3	2	4	1	1	1	3	3	2	1	0	1	2
ASV_2808	1	3	3	0	0	4	0	3	1	2	0	5	1	1	2	1	2	4
ASV_1356	1	1	0	2	1	0	3	1	4	2	1	4	3	1	3	2	3	1
ASV_1397	2	5	0	3	0	2	6	2	1	2	1	1	1	1	6	1	1	0
ASV_1412	1	2	0	0	2	0	1	1	4	3	5	2	0	0	5	1	0	8
ASV_1428	5	3	0	0	1	0	2	6	6	5	0	0	1	1	1	1	0	0
ASV_1441	1	1	1	0	1	0	1	0	2	0	0	1	0	0	0	22	1	1
ASV_1478	0	1	1	4	1	2	2	1	3	1	1	1	1	2	1	1	2	8
ASV_1491	1	2	0	1	0	4	7	4	3	2	2	4	2	1	2	0	2	0
ASV_1495	5	4	0	0	0	0	0	1	0	0	0	1	0	17	1	0	0	1
ASV_1509	1	3	1	2	1	1	2	1	3	1	1	0	0	7	6	2	0	1
ASV_1513	4	1	1	0	2	0	1	4	2	1	3	4	1	1	3	0	0	1
ASV_1559	0	2	1	0	0	1	4	8	1	2	0	6	5	3	1	0	1	3
ASV_1573	0	0	0	0	0	0	0	1	1	33	0	0	1	0	0	0	1	0
ASV_1621	6	0	3	0	0	2	1	1	2	1	3	3	0	2	2	2	2	1
ASV_1628	2	2	0	4	2	9	4	1	0	1	0	1	0	0	1	5	0	1
ASV_1652	3	0	1	0	0	0	9	1	4	0	0	2	4	3	3	2	0	1
ASV_1705	0	1	0	2	4	1	4	1	2	3	0	5	5	1	2	1	1	2
ASV_1752	2	1	1	1	0	2	5	1	2	2	3	2	4	0	1	2	0	4
ASV_1887	4	0	2	1	0	2	4	4	3	0	4	6	1	0	0	1	4	1
ASV_1944	4	2	2	2	0	0	1	1	1	4	2	6	0	2	2	2	2	2
ASV_1947	1	1	0	3	4	1	1	4	3	1	1	3	3	2	2	1	3	2
ASV_1964	1	3	0	2	2	0	2	2	2	1	1	4	3	1	4	3	0	3
ASV_1995	0	0	0	1	0	0	1	0	1	33	0	0	0	0	0	0	0	0
ASV_2005	3	2	0	0	0	1	5	1	1	2	1	5	3	1	4	1	1	1
ASV_2008	1	0	1	1	0	0	6	3	2	3	0	1	1	4	4	4	2	0
ASV_2034	8	1	0	5	2	0	1	0	0	1	1	1	0	4	2	2	4	3
ASV_2042	1	1	4	1	1	0	3	2	2	1	1	1	0	1	2	3	2	0
ASV_2186	2	1	0	0	3	0	2	1	0	1	5	5	2	2	4	3	1	1
ASV_2204	2	4	2	1	1	1	0	0	0	0	3	3	2	3	3	1	3	1
ASV_2252	0	1	1	0	0	1	5	2	0	1	4	3	2	5	0	2	3	2
ASV_2393	2	3	0	0	0	2	7	3	2	3	0	2	1	0	0	2	3	1
ASV_2561	3	0	1	4	2	2	6	0	0	0	1	4	0	0	4	0	5	2
ASV_2603	1	1	0	0	0	0	6	6	6	2	0	7	0	0	3	1	1	1
ASV_2712	0	0	2	0	0	17	2	0	3	0	2	3	0	1	1	1	0	3
ASV_2813	2	1	2	1	0	0	7	2	1	3	2	3	2	0	1	0	1	0
ASV_1371	0	0	0	1	3	2	1	1	2	3	5	1	3	4	2	2	0	2
ASV_1450	3	2	0	0	1	2	2	1	2	2	2	3	3	1	6	3	1	1
ASV_1465	1	2	1	1	1	0	2	3	3	0	2	4	0	1	6	5	1	2
ASV_1532	1	2	0	1	2	1	4	3	2	2	1	3	1	1	1	0	0	6
ASV_1630	3	2	0	0	1	9	2	4	1	2	4	3	0	0	1	1	0	1
ASV_1647	4	0	2	0	0	5	1	0	3	2	0	5	8	0	0	2	0	2
ASV_1665	0	2	1	1	0	2	2	0	3	1	2	2	1	0	1	2	5	2
ASV_1715	0	2	2	2	2	3	5	1	5	2	2	2	1	1	1	1	2	0
ASV_1727	0	0	1	1	0	5	2	6	1	3	1	1	2	2	3	5	0	1
ASV_1775	3	5	0	1	0	2	4	1	3	0	4	2	3	1	2	2	0	3
ASV_1790	2	1	1	0	1	1	1	5	0	3	3	2	2	2	7	2	2	1
ASV_1838	0	2	1	1	0	0	3	6	2	1	4	3	4	2	0	1	4	1
ASV_1841	0	1	4	0	1	0	1	4	4	3	6	1	0	0	3	1	0	4
ASV_1861	2	8	2	0	0	4	0	0	2	3	2	7	1	0	2	1	0	0
ASV_1900	0	0	2	1	3	2	0	1	4	2	1	2	3	3	1	3	1	3
ASV_1946	1	0	0	1	0	0	5	2	1	0	5	2	2	0	3	0	4	5
ASV_1993	0	0	0	0	0	0	2	6	0	6	10	8	0	0	2	0	0	0
ASV_2012	2	1	7	3	1	0	4	1	2	0	1	3	1	0	2	1	0	2
ASV_2065	0	1	3	1	0	4	2	0	1	0	2	1	3	1	4	8	1	4
ASV_2066	1	2	2	1	1	1	4	0	2	1	4	1	1	4	3	0	0	5
ASV_2110	2	5	0	0	0	3	3	3	0	6	1	1	0	6	1	1	0	0
ASV_2119	6	2	4	2	1	2	0	3	1	1	2	0	1	0	4	3	0	1
ASV_2155	2	0	2	3	9	4	0	2	5	1	0	1	2	1	0	1	0	0
ASV_2281	1	1	7	0	1	0	4	0	0	2	3	3	3	0	2	1	1	4
ASV_2345	1	0	5	0	7	1	2	5	3	0	2	1	0	0	1	1	1	1
ASV_2383	1	0	2	3	2	1	2	1	3	0	5	2	1	3	1	1	3	2
ASV_2430	1	5	0	3	1	2	2	2	1	4	2	6	1	0	1	1	0	1
ASV_2619	4	0	0	0	0	5	10	2	0	2	2	2	0	1	4	1	1	1
ASV_2646	1	3	1	2	4	2	2	1	1	0	1	2	1	2	3	2	1	2
ASV_2836	2	1	5	0	2	1	4	5	2	0	0	0	1	2	1	0	2	3
ASV_2904	0	0	0	0	0	0	2	3	3	2	4	7	3	3	3	4	0	0
ASV_1438	0	4	0	0	0	1	3	3	3	2	2	3	2	5	0	1	3	2
ASV_1601	1	1	3	3	4	0	1	2	1	2	1	0	1	1	1	3	2	2
ASV_1629	2	2	1	3	1	1	2	2	1	3	1	2	2	2	2	0	2	5
ASV_1660	1	1	0	1	0	0	1	1	3	4	1	4	2	1	2	2	5	0
ASV_1662	2	2	3	0	0	2	2	0	1	3	1	3	4	1	1	0	2	0
ASV_1691	2	0	0	1	1	1	2	2	2	2	2	2	4	0	3	1	1	2
ASV_1704	0	3	0	0	0	0	3	6	2	0	0	8	0	1	1	4	2	0
ASV_1769	1	3	1	3	1	2	0	1	2	1	1	1	1	2	4	4	1	3
ASV_1837	0	4	3	0	0	2	3	3	1	2	2	4	1	2	0	1	3	0
ASV_1873	1	0	0	2	0	1	3	1	1	5	0	3	0	1	10	6	0	2
ASV_2003	2	1	2	0	0	7	6	4	0	2	2	5	1	0	1	2	0	0
ASV_2089	1	1	0	0	0	0	3	3	1	1	3	2	0	8	0	4	2	1
ASV_2167	0	0	0	1	0	1	7	2	1	4	0	2	3	4	1	3	1	2
ASV_2173	1	2	1	0	2	5	0	5	2	0	1	0	0	0	4	0	8	0
ASV_2232	1	0	4	0	2	1	2	2	1	1	0	10	0	0	2	0	4	2
ASV_2331	1	1	10	0	1	1	1	2	5	0	1	2	2	1	2	0	1	0
ASV_2338	0	1	15	0	1	0	1	0	1	1	0	1	1	3	3	0	1	3
ASV_2361	4	0	0	0	2	4	20	0	1	0	2	0	0	0	0	0	0	0
ASV_2451	0	3	2	2	3	2	3	0	1	2	2	1	0	3	2	0	0	3
ASV_2510	1	2	3	0	3	1	1	2	3	3	2	2	3	1	1	1	0	1
ASV_2600	0	5	1	1	0	2	5	2	0	1	0	2	3	3	0	3	2	3
ASV_2658	2	3	0	0	1	3	4	1	1	3	5	2	2	1	1	0	2	2
ASV_2755	7	2	0	0	2	5	2	0	0	1	1	1	1	0	3	5	1	2
ASV_2824	4	2	6	0	0	5	2	2	4	1	2	2	1	0	0	0	2	2
ASV_2843	0	0	2	1	1	0	2	4	1	9	2	0	2	1	1	0	0	4
ASV_2908	1	0	2	1	3	2	2	7	0	1	2	2	0	0	0	1	4	5
ASV_1444	0	4	1	1	1	1	3	0	4	0	3	3	1	0	7	2	0	2
ASV_1473	1	2	0	3	0	1	1	2	1	3	5	3	3	3	2	0	1	1
ASV_1481	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1487	1	3	1	1	0	2	7	3	2	1	5	2	0	1	2	0	0	0
ASV_1528	1	6	2	1	0	3	3	1	3	0	0	4	0	1	3	1	0	1
ASV_1550	1	2	3	2	2	2	0	1	0	1	4	1	3	0	2	1	4	3
ASV_1582	1	0	0	1	4	1	2	0	2	1	0	2	0	2	0	0	7	4
ASV_1661	0	14	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1669	1	0	0	2	1	3	6	1	2	1	1	8	2	1	2	0	0	3
ASV_1673	5	0	0	1	0	1	4	1	3	1	2	5	4	0	2	1	2	0
ASV_1677	3	2	0	1	0	1	2	0	1	3	7	2	2	1	0	5	3	1
ASV_1724	0	2	1	3	0	0	5	2	1	6	1	1	0	1	4	1	0	2
ASV_1739	2	0	3	7	0	0	3	3	2	1	3	2	0	0	2	2	1	1
ASV_1759	1	3	0	1	0	2	1	2	3	1	1	7	1	0	3	1	2	0
ASV_1794	2	0	12	1	7	0	1	0	0	0	0	0	0	0	0	0	8	0
ASV_1818	1	1	0	1	0	1	4	0	1	3	3	1	2	2	3	4	0	3
ASV_2107	1	2	0	0	1	1	3	3	3	2	1	6	1	3	1	0	2	2
ASV_2171	10	1	0	0	0	1	2	1	3	2	3	3	0	0	0	0	2	1
ASV_2199	1	0	0	2	3	8	1	1	0	2	1	7	0	0	0	1	0	2
ASV_2267	2	3	1	2	2	3	3	1	0	3	2	1	0	1	2	1	1	3
ASV_2302	3	4	1	0	0	5	0	3	4	0	0	2	0	4	1	0	0	7
ASV_2317	0	4	0	0	1	2	2	3	0	2	2	3	1	0	3	4	1	1
ASV_2359	1	0	2	1	1	0	5	0	2	5	2	3	1	1	1	2	1	5
ASV_2421	1	2	2	0	0	2	0	3	2	0	4	3	0	0	0	1	1	12
ASV_2422	0	2	1	2	1	2	4	1	0	4	3	2	1	2	1	2	3	1
ASV_2432	1	4	3	1	1	0	0	2	5	0	2	6	0	1	3	0	1	4
ASV_2478	2	0	0	0	0	1	4	5	4	0	1	7	4	0	4	0	0	3
ASV_2534	0	1	1	2	1	2	1	1	1	4	4	1	2	2	0	3	3	1
ASV_2705	0	1	0	1	2	0	6	0	10	5	0	4	1	1	0	1	1	0
ASV_2783	3	3	4	1	1	0	3	1	1	1	1	2	0	1	1	0	1	3
ASV_2794	3	7	1	0	0	0	4	5	1	1	2	4	0	1	2	0	0	1
ASV_1381	2	1	2	1	0	3	1	3	2	1	4	1	2	3	2	1	0	1
ASV_1516	0	4	4	3	1	3	2	1	1	4	1	0	2	1	0	2	1	0
ASV_1585	1	2	1	0	4	4	3	0	2	0	4	1	1	0	1	2	3	1
ASV_1609	0	4	2	4	2	1	0	1	2	1	3	0	1	2	1	2	4	0
ASV_1618	2	2	2	0	1	3	4	0	1	2	3	5	3	3	2	0	1	0
ASV_1670	0	0	5	5	1	1	0	0	2	3	0	2	1	4	0	1	0	5
ASV_1679	3	1	1	4	1	0	0	2	0	4	2	3	2	2	0	2	1	0
ASV_1685	3	3	2	3	1	0	5	4	0	0	0	2	1	1	0	0	0	2
ASV_1699	1	4	0	2	2	4	2	2	1	0	2	3	2	0	1	1	0	4
ASV_1728	1	0	0	0	3	3	6	2	1	5	3	4	2	0	0	1	0	0
ASV_1793	1	0	1	3	0	1	1	1	4	0	4	7	1	3	0	1	3	1
ASV_1800	0	0	4	7	0	0	0	0	17	0	0	0	1	0	0	1	0	0
ASV_1810	1	1	0	2	1	4	1	1	1	6	1	3	2	3	1	0	1	4
ASV_1811	4	4	0	0	0	1	5	3	2	1	1	5	2	1	1	1	1	1
ASV_1831	2	0	9	1	0	0	2	1	2	0	0	7	1	0	1	1	0	2
ASV_1839	0	2	1	0	1	0	3	2	3	3	1	2	5	1	0	0	2	3
ASV_1869	5	2	1	2	1	3	3	1	2	3	2	0	0	1	4	0	1	2
ASV_1892	0	1	1	2	3	3	1	2	0	1	0	1	5	2	2	0	2	0
ASV_1950	2	15	0	0	0	0	6	2	3	0	0	2	0	0	0	0	0	1
ASV_1988	0	0	0	0	0	0	2	5	0	1	7	2	0	0	0	12	0	0
ASV_2102	1	1	5	3	0	1	3	1	0	0	0	1	0	0	2	5	0	0
ASV_2142	1	3	0	1	1	1	3	3	1	2	3	2	3	0	2	2	1	1
ASV_2161	2	1	0	1	0	1	3	2	1	1	5	3	1	2	3	1	1	3
ASV_2184	1	3	0	3	7	3	0	4	0	0	3	1	1	1	1	1	0	0
ASV_2185	1	1	1	5	3	0	1	1	3	1	1	3	1	0	1	2	4	2
ASV_2202	3	2	1	0	3	2	2	0	3	2	1	3	1	1	3	1	0	0
ASV_2213	0	3	1	1	2	3	2	2	1	1	3	3	0	2	3	2	0	4
ASV_2249	0	0	2	2	0	1	1	4	2	0	1	13	1	2	0	0	1	0
ASV_2272	3	2	0	2	0	1	3	2	2	1	1	6	0	1	2	0	0	2
ASV_2433	1	1	1	0	0	1	9	3	2	1	2	4	4	1	3	0	0	0
ASV_2452	1	2	6	0	2	1	2	4	1	1	2	4	0	0	1	3	1	1
ASV_2581	2	2	2	1	0	1	3	6	2	0	0	2	1	0	2	1	5	1
ASV_2668	0	0	0	0	0	0	6	3	4	1	2	6	1	0	3	2	2	1
ASV_2725	0	1	0	1	0	0	17	0	1	0	2	1	0	0	1	0	0	8
ASV_2767	3	1	0	3	4	1	3	1	4	1	2	1	1	1	3	1	1	2
ASV_2875	1	0	1	0	1	1	5	0	5	4	2	2	1	3	3	1	0	1
ASV_1343	0	0	0	2	1	0	2	1	2	2	2	6	2	0	0	2	1	4
ASV_1502	3	1	1	2	0	3	3	0	4	5	0	2	1	0	3	0	0	2
ASV_1517	0	1	0	0	1	0	8	1	6	1	1	2	1	0	1	3	5	0
ASV_1563	0	21	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1570	0	0	1	2	1	2	2	0	4	1	4	1	1	4	1	3	1	4
ASV_1594	0	3	0	2	0	0	3	1	1	1	7	0	3	0	0	1	2	2
ASV_1604	0	2	0	0	0	0	6	4	1	0	0	1	15	0	0	1	2	0
ASV_1716	0	3	1	3	0	1	1	3	1	3	3	2	2	3	1	1	0	0
ASV_1722	0	0	4	0	8	2	0	2	0	0	2	0	2	2	0	4	0	0
ASV_1729	0	2	0	0	0	5	2	2	2	0	4	0	0	0	5	0	9	0
ASV_1738	2	1	0	6	1	2	1	1	0	1	1	2	1	1	5	3	2	1
ASV_1776	0	2	0	1	1	4	0	1	4	3	2	0	1	2	2	2	2	1
ASV_1795	0	0	0	0	3	1	2	2	1	1	1	8	3	2	2	0	0	3
ASV_1902	0	0	4	2	1	3	0	0	4	8	0	2	0	0	0	2	0	2
ASV_1904	2	0	0	3	0	3	1	3	3	1	2	2	0	0	2	1	6	0
ASV_1926	2	0	0	2	2	1	2	2	1	4	1	2	3	2	3	2	0	1
ASV_1934	2	1	1	0	1	1	3	2	3	3	1	3	0	0	2	1	0	3
ASV_2024	2	1	2	1	0	0	2	1	1	3	3	1	0	0	3	4	1	0
ASV_2143	0	3	0	0	0	0	2	10	4	0	3	2	0	3	2	1	1	1
ASV_2159	0	0	0	0	0	2	1	1	1	4	2	2	0	3	1	5	0	6
ASV_2168	0	1	0	0	0	0	0	3	0	1	15	0	0	0	2	1	3	2
ASV_2176	0	5	2	0	0	0	7	2	2	0	1	5	0	0	1	0	1	4
ASV_2191	1	1	0	0	3	5	5	0	1	2	2	4	2	1	3	1	0	0
ASV_2198	1	2	1	0	1	2	1	1	1	3	2	3	0	3	1	2	0	2
ASV_2263	2	2	0	0	2	3	1	2	0	2	2	1	0	2	2	2	3	2
ASV_2279	4	4	1	1	0	4	4	2	0	1	1	2	0	3	1	0	2	1
ASV_2323	1	4	0	0	0	0	3	3	3	3	4	2	2	0	0	2	1	0
ASV_2380	1	2	1	0	5	0	4	1	0	0	1	1	1	1	3	1	2	5
ASV_2385	1	1	1	0	0	0	9	2	1	5	1	1	1	1	0	2	0	5
ASV_2403	2	8	1	3	0	1	1	0	0	5	0	2	0	2	0	1	0	2
ASV_2505	2	2	1	0	0	2	3	4	0	0	2	2	4	0	4	1	3	1
ASV_2613	6	0	0	0	0	0	3	4	3	0	2	0	5	0	7	1	1	0
ASV_2644	2	0	1	0	1	1	2	5	3	1	0	4	6	2	2	0	1	0
ASV_2804	0	1	4	0	0	2	4	0	1	0	5	0	0	4	3	0	0	5
ASV_2829	1	2	8	2	1	0	2	3	3	0	3	3	0	0	0	0	0	1
ASV_2831	3	2	0	4	0	2	3	1	3	3	1	2	1	2	2	0	1	0
ASV_2850	0	1	1	1	1	3	5	5	0	4	2	2	1	0	3	1	1	2
ASV_2882	1	1	0	1	2	1	5	3	5	0	4	4	1	1	0	0	0	3
ASV_2884	0	0	0	0	0	1	10	2	2	0	2	2	1	0	0	4	0	1
ASV_1420	0	0	0	0	0	0	3	3	1	0	8	4	0	0	5	0	2	0
ASV_1474	0	16	0	0	0	2	0	4	0	0	0	2	1	0	1	0	1	4
ASV_1488	3	0	1	2	0	1	3	2	3	2	2	3	4	1	5	0	0	1
ASV_1510	2	2	0	1	0	9	2	1	3	2	1	3	0	1	1	0	1	1
ASV_1527	1	11	2	0	0	1	0	3	0	0	2	0	0	2	1	2	3	1
ASV_1615	0	1	0	0	0	1	1	0	0	0	1	2	5	1	2	12	0	0
ASV_1708	0	1	1	2	3	2	3	2	2	2	4	0	1	0	4	0	0	0
ASV_1710	0	1	0	10	0	0	9	1	0	3	1	2	1	2	0	1	0	0
ASV_1719	0	29	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_1805	2	1	2	2	0	2	5	2	0	2	1	1	4	0	3	0	1	2
ASV_1816	4	1	8	1	2	2	4	0	0	3	0	3	1	0	0	0	1	1
ASV_1827	9	1	2	0	0	0	2	0	0	0	0	1	4	5	1	1	2	2
ASV_1858	5	0	1	1	0	0	13	1	0	4	0	2	0	0	1	0	0	3
ASV_1898	1	2	2	1	1	1	6	2	4	1	1	2	4	0	1	3	0	0
ASV_1915	2	1	0	2	1	2	2	3	2	3	1	1	4	0	2	3	0	0
ASV_1949	3	2	0	7	0	0	2	0	2	0	3	4	1	0	3	2	2	1
ASV_2023	1	4	0	0	14	0	0	0	0	2	1	2	2	1	0	0	0	0
ASV_2047	0	3	1	1	1	1	0	3	2	4	1	3	0	2	2	2	2	0
ASV_2049	1	2	0	0	0	1	4	4	5	0	1	2	2	1	1	0	3	1
ASV_2071	0	1	0	3	0	3	1	2	4	1	1	0	2	5	2	3	2	3
ASV_2085	4	0	0	0	0	0	2	0	0	0	3	2	5	3	0	1	5	3
ASV_2096	2	1	3	0	0	3	1	0	0	1	2	6	2	0	2	2	0	3
ASV_2146	0	1	1	2	3	1	1	1	1	3	0	5	0	1	3	1	3	2
ASV_2169	2	3	0	0	0	2	3	0	3	0	1	1	1	1	5	3	1	2
ASV_2194	2	0	0	0	1	0	5	5	0	0	0	2	3	3	3	0	5	1
ASV_2229	2	4	0	0	1	3	3	2	1	4	0	3	0	0	0	0	2	2
ASV_2246	0	0	1	2	2	0	2	1	0	3	1	3	3	2	0	2	1	1
ASV_2258	3	3	11	0	0	0	0	2	0	0	2	3	0	0	2	0	0	0
ASV_2278	1	4	1	0	0	1	0	1	2	2	2	4	0	0	3	3	1	0
ASV_2329	0	2	2	0	0	0	0	4	1	0	2	3	1	1	1	2	2	3
ASV_2423	2	2	2	0	1	0	3	1	0	1	1	1	2	1	2	4	2	4
ASV_2483	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
ASV_2595	0	1	0	0	0	1	1	6	1	3	1	0	1	2	3	0	3	6
ASV_2664	1	7	0	2	2	1	4	3	0	1	1	1	1	0	3	1	3	0
ASV_2684	0	3	1	0	0	0	1	8	6	1	0	3	1	3	2	0	0	0
